sensorspeed,units,gravity,Accuracy
1.106,3.234,10.23,5
1.209,3.237,10.187,5
1.355,3.311,10.108,5
1.535,3.483,10.027,5
1.872,3.766,9.83,5
2.188,4.185,9.526,5
2.171,4.585,9.122,5
1.851,4.791,8.81,5
1.504,4.836,8.636,5
1.187,4.786,8.545,5
0.927,4.726,8.636,6
0.656,4.714,8.794,5
0.321,4.702,8.918,5
-0.073,4.736,8.928,5
-0.387,4.726,9.071,5
-0.681,4.58,9.349,5
-0.971,4.273,9.854,5
-1.127,3.905,10.367,5
-1.23,3.481,10.767,5
-1.189,3.055,11.272,5
-1.115,2.688,11.751,5
-1.014,2.36,12.184,5
-0.887,2.09,12.598,5
-0.746,1.872,12.95,5
-0.602,1.712,13.34,5
-0.435,1.604,13.486,5
-0.27,1.546,13.288,5
-0.157,1.59,12.799,5
-0.03,1.791,12.146,5
0.115,2.016,11.478,5
0.225,2.248,10.74,5
0.199,2.399,10.087,5
0.127,2.483,9.62,5
0.084,2.578,9.198,5
0.089,2.686,8.772,6
0.026,2.767,8.499,5
-0.023,2.837,8.356,5
0.01,2.875,8.334,5
0.017,2.863,8.461,5
0.007,2.825,8.789,5
-0.03,2.739,9.246,5
-0.064,2.609,9.613,5
-0.088,2.49,9.955,5
-0.085,2.432,10.233,5
-0.143,2.394,10.484,5
-0.203,2.375,10.709,5
-0.265,2.368,10.908,5
-0.356,2.351,11.042,5
-0.454,2.332,11.049,5
-0.531,2.358,11.037,5
-0.562,2.387,10.982,5
-0.619,2.449,10.726,5
-0.708,2.499,10.419,5
-0.756,2.523,10.127,5
-0.782,2.597,9.742,5
-0.842,2.645,9.354,5
-0.837,2.698,8.952,5
-0.899,2.744,8.48,5
-0.935,2.767,8.111,5
-0.894,2.787,7.848,6
-0.873,2.799,7.671,5
-0.784,2.832,7.498,5
-0.691,2.866,7.396,5
-0.543,2.911,7.307,5
-0.358,2.993,7.264,5
-0.179,3.05,7.245,5
0.002,3.024,7.247,5
0.194,3.045,7.214,5
0.469,3.05,7.259,5
0.8,2.985,7.278,5
1.073,2.945,7.079,5
1.226,2.983,7.024,5
1.362,3.012,7.07,5
1.448,3.009,7.139,5
1.492,2.993,7.137,5
1.425,3.06,7.101,5
1.324,3.189,6.986,5
1.173,3.349,6.883,5
1.034,3.582,6.845,5
0.946,3.742,6.85,5
0.836,3.91,6.919,5
0.73,4.06,6.957,5
0.596,4.135,6.938,5
0.546,4.187,7.039,5
0.534,4.204,7.192,6
0.555,4.221,7.407,5
0.567,4.163,7.58,5
0.543,4.111,7.767,5
0.505,4.08,7.898,5
0.503,4.036,8.042,5
0.479,4.029,8.26,5
0.467,4.036,8.499,5
0.558,4.022,8.696,5
0.61,4.008,8.844,5
0.637,3.945,8.897,5
0.73,3.931,8.995,5
0.845,3.898,9.148,5
0.924,3.852,9.244,5
1.025,3.823,9.27,5
1.003,3.833,9.256,5
1.022,3.807,9.184,5
1.053,3.83,9.062,5
1.034,3.9,8.913,5
1.077,3.881,8.846,5
1.108,3.893,8.87,5
1.192,3.921,8.87,5
1.257,3.924,8.901,5
1.259,3.907,8.918,5
1.312,3.917,8.98,5
1.348,3.876,9.138,6
1.384,3.85,9.277,5
1.41,3.811,9.471,5
1.434,3.78,9.66,5
1.434,3.778,9.852,5
1.403,3.708,9.912,5
1.343,3.641,10.02,5
1.353,3.605,10.137,5
1.374,3.57,10.297,5
1.444,3.574,10.479,5
1.59,3.639,10.592,5
1.764,3.716,10.64,5
2.011,3.766,10.594,5
2.253,3.761,10.563,5
2.401,3.706,10.683,5
2.418,3.629,10.726,5
2.516,3.605,10.623,5
2.689,3.536,10.419,5
2.576,3.668,10.07,5
2.27,3.785,9.871,5
1.958,3.888,9.962,5
1.575,3.936,10.448,5
1.185,3.95,11.047,5
0.836,3.967,11.607,5
0.5,3.941,12.117,6
0.259,3.826,12.464,5
0.012,3.687,12.677,5
-0.183,3.464,12.756,5
-0.361,3.198,12.615,5
-0.617,2.933,12.268,5
-0.784,2.684,11.834,5
-0.784,2.442,11.557,5
-0.76,2.238,11.442,5
-0.626,2.138,11.454,5
-0.375,2.066,11.581,5
-0.013,2.073,11.643,5
0.397,2.155,11.602,5
0.797,2.179,11.375,5
1.142,2.207,10.989,5
1.372,2.255,10.46,5
1.525,2.234,10.032,5
1.638,2.253,9.488,5
1.772,2.301,8.921,5
1.923,2.382,8.506,5
2.049,2.497,8.135,5
2.195,2.631,7.623,5
2.303,2.76,7.182,5
2.339,2.861,6.871,5
2.21,2.957,6.613,6
2.076,3.086,6.524,5
2.045,3.201,6.55,5
1.987,3.306,6.608,5
1.899,3.368,6.651,5
1.841,3.455,6.689,5
1.808,3.481,6.823,5
1.721,3.5,6.941,5
1.697,3.419,7.041,5
1.812,3.318,7.271,5
1.896,3.225,7.443,5
1.942,3.11,7.597,5
2.04,3.002,7.719,5
2.176,2.854,7.896,5
2.265,2.734,8.111,5
2.351,2.581,8.248,5
2.406,2.487,8.38,5
2.394,2.406,8.547,5
2.332,2.358,8.729,5
2.303,2.344,8.904,5
2.203,2.38,9.107,5
2.006,2.423,9.292,5
1.872,2.459,9.481,5
1.724,2.514,9.713,5
1.523,2.473,9.742,6
1.338,2.492,9.809,5
1.159,2.581,9.917,5
1.041,2.645,9.828,5
0.912,2.703,9.711,5
0.898,2.763,9.603,5
0.91,2.794,9.419,5
0.97,2.818,9.246,5
1.006,2.83,9.122,5
1.056,2.823,8.87,5
1.118,2.789,8.686,5
1.142,2.839,8.48,5
1.204,2.911,8.408,5
1.288,2.873,8.346,5
1.298,2.885,8.181,5
1.305,2.964,7.973,5
1.317,3.04,7.788,5
1.322,3.124,7.664,5
1.345,3.201,7.577,5
1.238,3.251,7.566,5
1.171,3.306,7.534,5
1.161,3.361,7.618,5
1.12,3.366,7.771,5
1.027,3.335,7.939,5
0.977,3.309,8.135,5
0.972,3.325,8.36,5
1.015,3.285,8.569,6
1.07,3.287,8.767,5
1.02,3.297,8.827,5
0.979,3.253,8.844,5
1.044,3.218,8.923,5
1.058,3.203,8.954,5
1.101,3.186,8.978,5
1.106,3.177,8.992,5
1.118,3.165,9.033,5
1.178,3.155,9.122,5
1.211,3.129,9.239,5
1.259,3.112,9.428,5
1.247,3.038,9.66,5
1.259,2.914,9.785,5
1.278,2.849,9.862,5
1.257,2.858,9.902,5
1.231,2.928,9.943,5
1.202,3.05,9.988,5
1.128,3.11,10.015,5
1.049,3.227,9.991,5
0.915,3.38,9.967,5
0.816,3.481,9.933,5
0.723,3.558,9.838,5
0.651,3.646,9.871,5
0.634,3.692,10.022,6
0.582,3.72,10.151,5
0.563,3.723,10.304,5
0.529,3.699,10.436,5
0.517,3.692,10.568,5
0.601,3.646,10.654,5
0.682,3.656,10.604,5
0.838,3.665,10.561,5
0.943,3.615,10.506,5
1.147,3.57,10.4,5
1.326,3.632,10.297,5
1.566,3.804,10.106,5
1.769,4.106,9.809,5
1.891,4.384,9.385,5
1.803,4.453,9.031,5
1.633,4.477,8.758,5
1.504,4.534,8.638,5
1.288,4.597,8.669,5
1.017,4.592,8.882,5
0.687,4.506,9.143,5
0.402,4.391,9.371,5
0.206,4.144,9.622,5
0.031,3.888,9.931,5
-0.131,3.627,10.338,5
-0.112,3.321,10.738,6
-0.03,3.028,11.238,5
0.024,2.71,11.736,5
0.139,2.418,12.014,5
0.278,2.143,12.256,5
0.405,1.827,12.399,5
0.548,1.527,12.363,5
0.656,1.357,12.131,5
0.747,1.302,11.794,5
0.948,1.254,11.377,5
1.116,1.314,10.692,5
1.18,1.479,9.955,5
1.199,1.714,9.22,5
1.24,1.946,8.583,5
1.252,2.231,7.958,5
1.283,2.408,7.465,5
1.243,2.49,7.101,5
1.108,2.617,6.83,5
0.9,2.736,6.658,5
0.797,2.842,6.759,5
0.74,2.902,6.957,5
0.809,2.952,7.281,5
0.888,2.925,7.676,5
0.958,2.87,8.061,5
1.058,2.744,8.447,5
1.132,2.626,8.961,6
1.214,2.49,9.39,5
1.322,2.38,9.83,5
1.472,2.31,10.125,5
1.465,2.188,10.496,5
1.403,2.028,10.745,5
1.374,1.92,10.81,5
1.252,1.951,10.762,5
1.049,2.028,10.81,5
0.852,2.102,10.994,5
0.57,2.179,11.114,5
0.306,2.31,11.097,5
0.067,2.416,11.051,5
-0.155,2.485,11.032,5
-0.368,2.509,10.824,5
-0.588,2.552,10.491,5
-0.736,2.621,10.209,5
-0.758,2.688,9.955,5
-0.701,2.787,9.704,5
-0.547,2.851,9.507,5
-0.346,2.856,9.203,5
-0.159,2.906,8.897,5
0.163,2.923,8.547,5
0.512,2.937,8.301,5
0.831,2.933,8.03,6
1.118,2.892,7.779,5
1.31,2.94,7.419,5
1.53,3,7.029,5
1.736,3.06,6.639,5
1.908,3.151,6.311,5
2.066,3.227,6.127,5
2.21,3.28,6.081,5
2.313,3.311,6.234,5
2.344,3.388,6.589,5
2.272,3.479,6.842,5
2.267,3.656,6.943,5
2.234,3.749,6.957,5
2.136,3.874,7.003,5
2.023,3.977,7.113,5
1.851,4.046,7.261,5
1.753,4.118,7.496,5
1.671,4.228,7.747,5
1.52,4.281,7.982,5
1.379,4.331,8.26,5
1.326,4.372,8.439,5
1.305,4.41,8.437,5
1.243,4.424,8.336,5
1.178,4.386,8.143,5
1.125,4.355,8.006,6
1.037,4.384,7.973,5
1.039,4.396,8.011,5
1.003,4.434,7.996,5
0.943,4.47,8.107,5
0.927,4.443,8.202,5
0.864,4.408,8.186,5
0.936,4.388,8.293,5
1.087,4.367,8.43,5
1.173,4.364,8.557,5
1.262,4.345,8.631,5
1.35,4.285,8.674,5
1.429,4.245,8.72,5
1.508,4.209,8.803,5
1.566,4.17,8.906,5
1.638,4.084,9.062,5
1.681,4.044,9.234,5
1.666,4.065,9.584,5
1.791,4.029,9.866,5
1.932,3.991,9.878,5
1.975,3.929,9.838,5
2.006,3.874,9.771,5
2.061,3.819,9.708,5
2.045,3.775,9.651,5
2.021,3.725,9.584,5
1.946,3.728,9.536,6
1.851,3.785,9.457,5
1.774,3.804,9.557,5
1.767,3.907,9.692,5
1.772,4.101,9.684,5
1.784,4.417,9.613,5
1.702,4.745,9.478,5
1.504,4.92,9.32,5
1.288,4.975,9.155,5
1.128,4.941,9.067,5
1.025,4.822,9.045,5
0.881,4.714,9.062,5
0.706,4.625,9.337,5
0.541,4.443,9.763,5
0.421,4.297,10.151,5
0.369,4.147,10.587,5
0.249,3.953,11.047,5
0.206,3.773,11.557,5
0.225,3.582,11.935,5
0.285,3.421,12.313,5
0.33,3.16,12.541,5
0.445,2.825,12.644,5
0.539,2.554,12.632,5
0.632,2.334,12.562,5
0.694,2.138,12.409,5
0.749,1.946,12.208,6
0.771,1.779,11.995,5
0.785,1.733,11.834,5
0.836,1.702,11.66,5
0.836,1.733,11.49,5
0.85,1.87,11.403,5
0.912,2.049,11.202,5
0.986,2.238,10.905,5
1.061,2.401,10.541,5
1.118,2.514,10.13,5
1.116,2.641,9.732,5
1.12,2.77,9.352,5
1.125,2.799,8.957,5
1.235,2.873,8.504,5
1.405,2.856,8.099,5
1.527,2.875,7.628,5
1.527,2.971,7.295,5
1.504,3.05,7.142,5
1.523,3.122,7.077,5
1.532,3.167,7.075,5
1.539,3.198,7.168,5
1.549,3.17,7.352,5
1.494,3.055,7.604,5
1.482,2.894,7.843,5
1.494,2.755,8.19,5
1.446,2.643,8.585,6
1.389,2.497,8.985,5
1.331,2.384,9.332,5
1.243,2.26,9.711,5
1.13,2.128,10.008,5
1.075,1.958,10.266,5
1.017,1.829,10.518,5
1.025,1.707,10.817,5
1.037,1.563,11.104,5
1.022,1.415,11.332,5
1.082,1.288,11.54,5
1.123,1.183,11.547,5
1.132,1.115,11.47,5
1.154,1.075,11.315,5
1.207,1.02,11.176,5
1.278,1.029,10.932,5
1.3,1.06,10.613,5
1.367,1.032,10.316,5
1.504,1.118,10.036,5
1.58,1.218,9.692,5
1.575,1.319,9.34,5
1.525,1.446,9.062,5
1.475,1.57,8.739,5
1.439,1.714,8.406,5
1.42,1.798,8.123,6
1.365,1.939,7.872,5
1.31,2.078,7.592,5
1.302,2.262,7.319,5
1.243,2.416,7.065,5
1.219,2.578,6.771,5
1.183,2.751,6.615,5
1.058,2.882,6.608,5
0.938,3.031,6.601,5
0.855,3.218,6.589,5
0.826,3.323,6.649,5
0.773,3.443,6.684,5
0.761,3.483,6.708,5
0.709,3.502,6.766,5
0.654,3.502,6.852,5
0.637,3.447,6.945,5
0.606,3.479,7.113,5
0.627,3.512,7.312,5
0.642,3.471,7.527,5
0.622,3.421,7.707,5
0.668,3.368,7.944,5
0.661,3.318,8.109,5
0.711,3.258,8.408,5
0.768,3.186,8.724,5
0.845,3.084,9.004,5
0.929,3.074,9.117,6
1.003,3.115,9.21,5
1.058,3.122,9.232,5
1.061,3.143,9.225,5
1.022,3.232,9.189,5
1.02,3.304,9.16,5
1.032,3.354,9.103,5
0.998,3.395,9.093,5
0.967,3.452,9.069,5
0.934,3.486,9.052,5
0.893,3.572,9.048,5
0.79,3.672,9.036,5
0.658,3.783,9.007,5
0.543,3.9,8.964,5
0.479,4.012,9.019,5
0.419,4.039,9.081,5
0.323,3.981,9.251,5
0.328,3.972,9.399,5
0.393,3.9,9.529,5
0.429,3.819,9.572,5
0.469,3.766,9.586,5
0.522,3.632,9.658,5
0.57,3.479,9.615,5
0.584,3.337,9.546,5
0.634,3.23,9.579,6
0.797,3.098,9.694,5
0.977,2.981,9.809,5
1.118,2.878,9.962,5
1.231,2.839,10.022,5
1.422,2.842,10.108,5
1.693,2.911,10.237,5
1.911,3.174,10.223,5
1.884,3.467,10.044,5
1.69,3.668,9.828,5
1.506,3.771,9.486,5
1.216,3.84,9.237,5
0.845,3.933,9.059,5
0.4,4.096,8.997,5
-0.021,4.34,8.961,5
-0.365,4.64,8.844,5
-0.667,4.941,8.743,5
-0.983,5.133,8.715,5
-1.254,5.188,8.743,5
-1.433,5.016,8.966,5
-1.524,4.587,9.275,5
-1.541,3.993,9.78,5
-1.373,3.385,10.379,5
-1.079,2.815,11.063,5
-0.839,2.411,11.825,6
-0.614,2.198,12.543,5
-0.363,1.977,13.163,5
-0.066,1.702,13.714,5
0.208,1.479,13.925,5
0.524,1.329,13.769,5
0.809,1.276,13.477,5
1.142,1.226,13.091,5
1.379,1.173,12.603,5
1.537,1.233,12.079,5
1.63,1.348,11.533,5
1.606,1.518,10.994,5
1.441,1.769,10.541,5
1.255,1.982,10.063,5
1.118,2.231,9.665,5
0.953,2.399,9.395,5
0.728,2.535,9.21,5
0.498,2.674,9.15,5
0.292,2.775,9.17,5
0.081,2.823,9.155,5
-0.033,2.837,9.198,5
-0.092,2.813,9.232,5
-0.126,2.77,9.179,5
-0.068,2.712,9.177,5
0.022,2.66,9.263,5
0.062,2.557,9.323,6
0.038,2.454,9.328,5
0.045,2.37,9.399,5
0.086,2.313,9.459,5
0.139,2.214,9.543,5
0.194,2.109,9.591,5
0.211,2.047,9.555,5
0.187,1.953,9.548,5
0.165,1.898,9.593,5
0.225,1.81,9.653,5
0.223,1.724,9.641,5
0.177,1.692,9.651,5
0.206,1.599,9.747,5
0.263,1.537,9.756,5
0.364,1.554,9.725,5
0.51,1.499,9.672,5
0.701,1.46,9.632,5
0.915,1.448,9.493,5
1.101,1.405,9.388,5
1.25,1.384,9.277,5
1.379,1.367,9.115,5
1.413,1.388,8.959,5
1.436,1.491,8.858,5
1.537,1.597,8.724,5
1.678,1.649,8.399,5
1.75,1.745,8.006,6
1.832,1.819,7.676,5
2.018,1.903,7.34,5
2.109,1.987,7.07,5
2.148,2.097,6.845,5
2.128,2.265,6.596,5
2.049,2.418,6.325,5
2.013,2.569,6.17,5
1.899,2.746,6.036,5
1.721,2.916,6.014,5
1.578,3.112,6.124,5
1.477,3.294,6.27,5
1.369,3.462,6.459,5
1.269,3.61,6.658,5
1.219,3.732,6.948,5
1.216,3.833,7.19,5
1.211,3.874,7.431,5
1.166,3.876,7.645,5
1.142,3.862,7.788,5
1.195,3.866,7.865,5
1.283,3.823,8.023,5
1.389,3.763,8.212,5
1.499,3.744,8.384,5
1.554,3.646,8.554,5
1.597,3.572,8.645,6
1.604,3.555,8.643,5
1.642,3.495,8.693,5
1.657,3.476,8.72,5
1.709,3.502,8.83,5
1.724,3.529,8.992,5
1.774,3.558,9.131,5
1.815,3.522,9.234,5
1.827,3.45,9.285,5
1.81,3.443,9.323,5
1.867,3.407,9.344,5
1.863,3.498,9.378,5
1.899,3.56,9.443,5
1.954,3.67,9.38,5
1.949,3.713,9.299,5
1.896,3.763,9.265,5
1.846,3.864,9.141,5
1.753,3.953,9.052,5
1.642,4.029,8.952,5
1.566,4.185,8.878,5
1.475,4.305,8.909,5
1.377,4.362,9.048,5
1.185,4.405,9.091,5
1.053,4.441,9.124,5
0.934,4.463,9.34,6
0.807,4.448,9.526,5
0.713,4.463,9.704,5
0.685,4.396,9.859,5
0.656,4.295,9.974,5
0.711,4.226,10.087,5
0.788,4.24,10.261,5
1.02,4.266,10.316,5
1.187,4.463,10.194,5
1.305,4.771,9.799,5
1.166,5.049,9.251,5
0.828,5.26,8.617,5
0.378,5.351,8.107,5
-0.1,5.396,7.838,5
-0.571,5.494,7.664,5
-1.103,5.602,7.551,5
-1.333,5.633,7.568,5
-1.268,5.643,7.834,5
-1.072,5.492,8.454,5
-0.768,5.09,9.421,5
-0.296,4.577,10.484,5
0.254,4.022,11.492,5
0.848,3.294,12.421,5
1.266,2.614,13.125,5
1.616,2.049,13.534,5
1.975,1.544,13.738,6
2.341,1.214,13.802,5
2.648,1.142,13.563,5
2.727,1.293,13.443,5
2.775,1.307,13.386,5
2.614,1.369,13.11,5
2.289,1.554,12.653,5
1.901,1.86,11.992,5
1.561,2.238,11.356,5
1.336,2.657,10.759,5
1.159,3.005,10.302,5
1.101,3.246,9.986,5
1.039,3.409,9.531,5
0.989,3.474,9.079,5
1.113,3.498,8.698,5
1.178,3.526,8.356,5
1.348,3.574,8.008,5
1.511,3.644,7.783,5
1.688,3.735,7.587,5
1.889,3.79,7.372,5
2.018,3.828,7.314,5
2.078,3.83,7.374,5
2.112,3.835,7.455,5
2.054,3.754,7.542,5
1.946,3.675,7.676,5
1.824,3.61,7.783,6
1.673,3.546,7.903,5
1.489,3.421,8.052,5
1.238,3.366,8.198,5
0.912,3.371,8.322,5
0.589,3.385,8.466,5
0.294,3.368,8.703,5
0.136,3.359,8.964,5
0.036,3.277,9.198,5
0.043,3.148,9.407,5
0.098,2.988,9.687,5
0.254,2.823,10.017,5
0.46,2.71,10.225,5
0.668,2.583,10.427,5
0.85,2.483,10.544,5
0.972,2.43,10.549,5
1.07,2.401,10.551,5
1.087,2.356,10.515,5
1.135,2.36,10.36,5
1.152,2.382,10.259,5
1.118,2.396,10.127,5
1.075,2.478,9.933,5
0.986,2.6,9.613,5
0.84,2.753,9.306,5
0.699,2.87,9.057,6
0.644,2.995,8.815,5
0.587,3.127,8.523,5
0.594,3.287,8.332,5
0.567,3.342,8.107,5
0.467,3.44,7.831,5
0.421,3.534,7.585,5
0.508,3.582,7.379,5
0.56,3.617,7.226,5
0.642,3.646,7.151,5
0.692,3.725,7.065,5
0.685,3.754,6.953,5
0.685,3.795,6.905,5
0.721,3.78,6.85,5
0.721,3.763,6.833,5
0.742,3.696,6.792,5
0.73,3.737,6.773,5
0.752,3.763,6.898,5
0.692,3.78,7.19,5
0.618,3.787,7.434,5
0.488,3.763,7.611,5
0.378,3.749,7.788,5
0.225,3.799,7.975,5
-0.009,3.869,8.181,5
0.038,3.821,8.504,5
0.156,3.723,8.672,6
0.23,3.677,8.767,5
0.421,3.577,8.911,5
0.565,3.457,8.952,5
0.728,3.297,9.002,5
0.953,3.198,9.055,5
1.128,3.115,9.069,5
1.278,3.043,9.057,5
1.36,3.002,8.916,5
1.384,3.033,8.753,5
1.436,3.038,8.607,5
1.427,3.031,8.542,5
1.384,2.983,8.468,5
1.295,3.045,8.353,5
1.24,3.141,8.423,5
1.298,3.206,8.612,5
1.295,3.318,8.724,5
1.29,3.356,8.818,5
1.326,3.385,8.851,5
1.319,3.469,8.72,5
1.336,3.5,8.657,5
1.312,3.546,8.708,5
1.329,3.589,8.71,5
1.369,3.593,8.674,5
1.413,3.617,8.739,6
1.451,3.61,8.746,5
1.506,3.589,8.722,5
1.489,3.584,8.736,5
1.384,3.625,8.734,5
1.195,3.646,8.705,5
1.044,3.687,8.664,5
0.955,3.771,8.703,5
0.903,3.778,8.87,5
0.874,3.78,9.059,5
0.848,3.771,9.249,5
0.766,3.735,9.457,5
0.742,3.735,9.682,5
0.709,3.713,9.871,5
0.627,3.661,10.101,5
0.548,3.546,10.211,5
0.476,3.45,10.209,5
0.46,3.309,10.24,5
0.476,3.273,10.276,5
0.706,3.412,10.35,5
1.046,3.696,10.192,5
1.278,4.084,9.747,5
1.312,4.374,9.143,5
1.123,4.472,8.686,5
1.027,4.352,8.571,5
1.013,4.123,8.681,6
1.108,3.828,8.76,5
1.319,3.577,8.787,5
1.592,3.28,8.688,5
1.882,2.966,8.497,5
2.128,2.679,8.193,5
2.207,2.363,7.838,5
2.061,1.992,7.515,5
1.8,1.642,7.281,5
1.669,1.379,7.314,5
1.549,1.137,7.527,5
1.302,1.06,8.09,5
0.984,1.123,8.913,5
0.314,1.87,9.902,5
0.242,1.341,10.297,5
-0.045,1.604,10.86,5
-0.31,2.281,11.454,5
-0.344,2.389,11.918,5
-0.346,2.523,12.155,5
-0.349,2.693,12.27,5
-0.203,2.643,12.366,5
0.045,2.612,12.486,5
0.326,2.542,12.536,5
0.567,2.511,12.507,5
0.85,2.392,12.397,5
1.247,2.229,12.158,6
1.606,2.159,11.81,5
1.906,2.114,11.437,5
2.078,2.114,10.915,5
2.179,2.207,10.474,5
2.1,2.365,10.125,5
1.985,2.49,9.79,5
1.815,2.597,9.443,5
1.657,2.72,9.227,5
1.547,2.787,9.124,5
1.379,2.784,9.129,5
1.365,2.746,9.134,5
1.357,2.669,9.194,5
1.365,2.574,9.263,5
1.386,2.456,9.581,5
1.41,2.332,9.948,5
1.487,2.131,10.357,5
1.585,1.93,10.848,5
1.642,1.81,11.238,5
1.764,1.731,11.585,5
2.052,1.719,11.808,5
2.318,1.621,11.827,5
2.483,1.578,11.736,5
2.586,1.582,11.485,6
2.722,1.676,11.073,5
2.88,1.774,10.57,5
3.005,1.872,10.12,5
3.091,1.994,9.634,5
3.182,2.09,9.129,5
3.349,2.193,8.679,5
3.481,2.327,8.219,5
3.586,2.411,7.884,5
3.661,2.473,7.585,5
3.682,2.576,7.381,5
3.725,2.72,7.271,5
3.694,2.82,7.23,5
3.658,2.885,7.319,5
3.673,2.914,7.388,5
3.589,2.985,7.467,5
3.45,3.05,7.566,5
3.337,3.131,7.781,5
3.16,3.253,8.054,5
2.974,3.39,8.339,5
2.828,3.447,8.578,5
2.72,3.507,8.72,5
2.636,3.534,8.684,5
2.559,3.464,8.59,5
2.523,3.438,8.497,5
2.44,3.392,8.353,5
2.454,3.366,8.253,6
2.454,3.378,8.159,5
2.447,3.364,8.2,5
2.339,3.34,8.265,5
2.253,3.395,8.293,5
2.198,3.371,8.308,5
2.049,3.404,8.36,5
1.985,3.395,8.545,5
1.944,3.385,8.705,5
1.951,3.407,8.806,5
1.891,3.479,8.976,5
1.767,3.514,9.213,5
1.688,3.548,9.55,5
1.63,3.567,9.814,5
1.611,3.601,9.907,5
1.604,3.57,9.96,5
1.63,3.519,10.015,5
1.745,3.517,9.941,5
1.925,3.51,9.771,5
2.102,3.526,9.603,5
2.303,3.546,9.392,5
2.519,3.555,9.026,5
2.708,3.565,8.641,5
2.859,3.603,8.336,5
2.954,3.62,8.102,5
2.974,3.658,7.913,6
2.971,3.682,7.771,5
3,3.72,7.714,5
2.995,3.804,7.824,5
2.923,3.926,8.004,5
2.811,4.024,8.202,5
2.677,4.132,8.435,5
2.454,4.266,8.652,5
2.121,4.376,9.004,5
1.786,4.534,9.301,5
1.518,4.68,9.476,5
1.381,4.788,9.586,5
1.24,4.877,9.687,5
1.108,4.884,9.641,5
1.051,4.872,9.505,5
1.039,4.783,9.399,5
1.092,4.664,9.182,5
1.19,4.549,8.988,5
1.444,4.374,8.892,5
1.748,4.228,8.827,5
2.272,4.113,8.767,5
2.914,4.06,8.715,5
3.438,4.147,8.506,5
3.756,4.228,7.977,5
3.78,4.235,7.326,6
3.622,4.182,6.842,5
3.412,4.022,6.742,5
3.136,3.835,7.075,5
2.801,3.593,7.664,5
2.509,3.395,8.461,5
2.267,3.28,9.488,5
1.978,3.148,10.465,5
1.724,3.115,11.389,5
1.487,3.155,12.438,5
1.444,3.038,13.479,5
1.453,2.827,14.312,5
1.451,2.59,14.724,5
1.549,2.337,14.791,5
1.626,2.078,14.581,5
1.764,1.87,14.274,5
1.86,1.661,13.829,5
1.834,1.561,13.419,5
1.805,1.566,13.003,5
1.76,1.642,12.502,5
1.753,1.793,11.992,5
1.764,1.949,11.537,5
1.808,2.145,10.996,5
1.855,2.37,10.343,5
1.906,2.583,9.613,5
1.944,2.842,8.868,6
1.908,3.052,8.14,5
1.688,3.213,7.537,5
1.446,3.4,7.137,5
1.221,3.601,6.921,5
1.061,3.737,6.785,5
0.903,3.833,6.759,5
0.699,3.91,6.811,5
0.44,3.95,7.012,5
0.191,4.044,7.17,5
0.096,4.17,7.288,5
0.024,4.19,7.486,5
0.029,4.125,7.64,5
0.101,3.95,7.949,5
0.227,3.704,8.224,5
0.426,3.457,8.509,5
0.694,3.141,8.827,5
0.936,2.856,9.201,5
1.166,2.621,9.605,5
1.389,2.346,9.964,5
1.585,2.104,10.233,5
1.7,1.843,10.383,5
1.808,1.659,10.458,5
1.887,1.532,10.501,5
1.939,1.417,10.489,6
1.951,1.341,10.362,5
1.968,1.319,10.261,5
1.836,1.374,10.127,5
1.666,1.496,10.065,5
1.322,1.669,10.127,5
1.001,1.86,10.261,5
0.821,2.037,10.316,5
0.788,2.169,10.173,5
0.752,2.171,9.783,5
0.615,2.219,9.318,5
0.486,2.298,8.897,5
0.397,2.363,8.473,5
0.452,2.447,8.154,5
0.512,2.554,7.903,5
0.63,2.621,7.716,5
0.649,2.693,7.506,5
0.697,2.751,7.336,5
0.706,2.811,7.24,5
0.721,2.933,7.149,5
0.737,3.007,7.144,5
0.838,3.062,7.075,5
0.874,3.206,6.979,5
0.802,3.28,7.017,5
0.697,3.354,7.056,5
0.594,3.435,7.187,6
0.45,3.517,7.288,5
0.311,3.639,7.412,5
0.12,3.718,7.623,5
-0.037,3.816,7.779,5
-0.047,3.931,7.879,5
-0.092,3.989,7.973,5
-0.121,4.024,7.987,5
-0.104,3.967,7.97,5
-0.061,3.95,7.946,5
-0.049,3.886,7.975,5
-0.03,3.809,8.042,5
0.033,3.814,8.073,5
0.12,3.773,8.195,5
0.163,3.775,8.329,5
0.196,3.783,8.449,5
0.225,3.79,8.573,5
0.23,3.795,8.672,5
0.201,3.84,8.7,5
0.165,3.854,8.767,5
0.11,3.912,8.834,5
0.124,3.979,8.878,5
0.146,4.024,8.892,5
0.182,4.053,8.88,5
0.201,4.101,8.806,6
0.237,4.168,8.696,5
0.261,4.221,8.487,5
0.227,4.278,8.301,5
0.235,4.307,8.147,5
0.242,4.381,8.087,5
0.256,4.412,8.044,5
0.223,4.482,8.056,5
0.184,4.458,8.032,5
0.117,4.479,8.025,5
-0.035,4.52,7.977,5
-0.097,4.532,8.001,5
-0.198,4.568,8.111,5
-0.334,4.57,8.293,5
-0.447,4.539,8.609,5
-0.566,4.551,8.966,5
-0.703,4.539,9.311,5
-0.847,4.566,9.61,5
-0.911,4.52,9.924,5
-0.868,4.451,10.209,5
-0.636,4.494,10.513,5
-0.157,4.558,10.834,5
0.304,4.664,11.037,5
